ambient_temp,humidity,body_temp,duration,hour,heat_index,temp_humidity_stress,body_temp_deviation,time_of_day,wbgt,feels_like_delta,body_heat_ratio,rh_temp_product,cooling_capacity,is_afternoon,city,activity_level,risk_label
25.7,46.83,36.89,46.3,13,26.25,12.035,-0.11,1,20.38,0.55,1.4354,1203.5,53.2,1,Nagpur,Heavy Work,Low Risk
32.04,54.57,37.19,56.9,21,35.61,17.484,0.19,3,27.03,3.57,1.1607,1748.4,45.4,0,Pune,Rest,Moderate Risk
29.91,58.52,37.13,9.0,12,32.38,17.503,0.13,1,25.54,2.47,1.2414,1750.3,41.5,1,Mumbai,Rest,Low Risk
23.64,33.05,36.69,45.3,17,25.01,7.813,-0.31,2,16.97,1.37,1.552,781.3,67.0,0,Mumbai,Heavy Work,Low Risk
22.0,53.6,37.18,1.1,15,24.82,11.792,0.18,1,17.75,2.82,1.69,1179.2,46.4,1,Mumbai,Rest,Low Risk
46.9,81.28,39.6,158.5,1,65.0,38.12,2.6,3,40.0,18.1,0.8443,3812.0,18.7,0,Ahmedabad,Moderate Work,Critical Risk
42.6,54.64,40.79,148.4,16,65.0,23.277,3.79,1,36.7,22.4,0.9575,2327.7,45.4,1,Nagpur,Heavy Work,Critical Risk
23.75,52.97,37.38,5.9,3,25.27,12.58,0.38,3,19.28,1.52,1.5739,1258.0,47.0,0,Pune,Heavy Work,Low Risk
22.54,19.9,36.92,32.7,16,23.89,4.485,-0.08,1,14.32,1.35,1.638,448.5,80.1,1,Pune,Heavy Work,Low Risk
38.67,38.79,38.6,172.8,16,44.39,15.0,1.6,1,30.65,5.72,0.9982,1500.0,61.2,1,Delhi,Heavy Work,High Risk
33.72,52.92,37.43,82.3,6,38.76,17.845,0.43,0,28.35,5.04,1.11,1784.5,47.1,0,Hyderabad,Rest,Moderate Risk
31.28,58.05,38.43,110.4,2,34.94,18.158,1.43,3,26.75,3.66,1.2286,1815.8,42.0,0,Hyderabad,Moderate Work,Moderate Risk
35.14,27.34,36.02,10.4,2,34.34,9.607,-0.98,3,25.63,-0.8,1.025,960.7,72.7,0,Pune,Light Work,Low Risk
40.58,59.87,41.74,73.6,13,64.91,24.295,4.74,1,35.61,24.33,1.0286,2429.5,40.1,1,Pune,Moderate Work,Critical Risk
32.23,50.05,37.6,46.0,14,34.8,16.131,0.6,1,26.63,2.57,1.1666,1613.1,50.0,1,Delhi,Moderate Work,Moderate Risk
35.8,50.21,38.65,136.2,6,42.72,17.975,1.65,0,29.87,6.92,1.0796,1797.5,49.8,0,Delhi,Light Work,High Risk
31.9,51.73,37.62,47.2,5,34.6,16.502,0.62,0,26.54,2.7,1.1793,1650.2,48.3,0,Mumbai,Heavy Work,Moderate Risk
45.12,94.94,41.44,85.0,3,65.0,42.837,4.44,3,40.0,19.88,0.9184,4283.7,5.1,0,Bhubaneswar,Rest,Critical Risk
33.69,38.39,38.48,46.2,6,34.52,12.934,1.48,0,26.28,0.83,1.1422,1293.4,61.6,0,Pune,Heavy Work,Moderate Risk
25.13,31.32,36.64,28.0,23,25.48,7.871,-0.36,3,18.0,0.35,1.458,787.1,68.7,0,Nagpur,Rest,Low Risk
34.45,33.27,36.58,1.0,21,34.56,11.462,-0.42,3,26.11,0.11,1.0618,1146.2,66.7,0,Pune,Light Work,Low Risk
24.43,65.79,36.95,52.7,18,25.45,16.072,-0.05,2,21.2,1.02,1.5125,1607.2,34.2,0,Chennai,Rest,Low Risk
35.74,52.12,38.43,73.7,23,43.42,18.628,1.43,3,30.08,7.68,1.0753,1862.8,47.9,0,Ahmedabad,Light Work,High Risk
41.67,87.55,40.78,146.0,16,65.0,36.482,3.78,1,40.0,23.33,0.9786,3648.2,12.5,1,Chennai,Moderate Work,Critical Risk
30.5,74.65,38.35,61.5,13,37.6,22.768,1.35,1,27.9,7.1,1.2574,2276.8,25.3,1,Pune,Light Work,Moderate Risk
36.22,56.15,39.95,111.1,11,46.74,20.338,2.95,0,31.07,10.52,1.103,2033.8,43.9,1,Delhi,Moderate Work,High Risk
35.97,41.69,37.82,52.7,2,39.69,14.996,0.82,3,28.77,3.72,1.0514,1499.6,58.3,0,Nagpur,Light Work,Moderate Risk
36.09,38.95,37.75,28.1,7,38.96,14.057,0.75,0,28.44,2.87,1.046,1405.7,61.0,0,Ahmedabad,Rest,Moderate Risk
35.36,48.35,39.74,92.3,6,40.87,17.097,2.74,0,29.21,5.51,1.1239,1709.7,51.6,0,Pune,Moderate Work,High Risk
39.18,36.37,38.62,79.1,18,44.38,14.25,1.62,2,30.66,5.2,0.9857,1425.0,63.6,0,Jaipur,Light Work,High Risk
49.1,59.4,40.93,149.1,23,65.0,29.165,3.93,3,40.0,15.9,0.8336,2916.5,40.6,0,Bhubaneswar,Rest,Critical Risk
35.62,50.01,39.49,43.3,20,42.18,17.814,2.49,2,29.68,6.56,1.1086,1781.4,50.0,0,Pune,Rest,High Risk
47.8,59.37,41.01,169.1,13,65.0,28.379,4.01,1,40.0,17.2,0.8579,2837.9,40.6,1,Ahmedabad,Moderate Work,Critical Risk
35.77,55.96,38.85,107.0,23,45.33,20.017,1.85,3,30.63,9.56,1.0861,2001.7,44.0,0,Mumbai,Heavy Work,High Risk
31.85,59.46,38.18,81.0,20,36.57,18.938,1.18,2,27.45,4.72,1.1987,1893.8,40.5,0,Pune,Heavy Work,Moderate Risk
52.0,68.77,40.64,75.7,4,65.0,35.76,3.64,3,40.0,13.0,0.7815,3576.0,31.2,0,Ahmedabad,Heavy Work,Critical Risk
43.69,84.72,41.5,169.3,23,65.0,37.014,4.5,3,40.0,21.31,0.9499,3701.4,15.3,0,Mumbai,Light Work,Critical Risk
31.53,63.44,37.82,52.7,13,36.99,20.003,0.82,1,27.62,5.46,1.1995,2000.3,36.6,1,Chennai,Light Work,Moderate Risk
26.98,24.69,36.5,5.0,4,26.22,6.661,-0.5,3,18.56,-0.76,1.3529,666.1,75.3,0,Bhubaneswar,Rest,Low Risk
35.93,58.16,39.16,56.8,9,46.93,20.897,2.16,0,31.07,11.0,1.0899,2089.7,41.8,0,Mumbai,Heavy Work,High Risk
50.34,64.9,41.91,61.8,18,65.0,32.671,4.91,2,40.0,14.66,0.8325,3267.1,35.1,0,Nagpur,Moderate Work,Critical Risk
34.84,55.94,38.76,89.6,4,42.73,19.489,1.76,3,29.77,7.89,1.1125,1948.9,44.1,0,Pune,Rest,High Risk
35.55,53.42,39.04,145.5,21,43.51,18.991,2.04,3,30.08,7.96,1.0982,1899.1,46.6,0,Ahmedabad,Heavy Work,High Risk
24.05,62.86,37.36,25.4,13,25.22,15.118,0.36,1,20.55,1.17,1.5534,1511.8,37.1,1,Mumbai,Light Work,Low Risk
41.54,80.35,41.43,156.9,14,65.0,33.377,4.43,1,39.25,23.46,0.9974,3337.7,19.7,1,Chennai,Light Work,Critical Risk
31.24,54.23,36.88,37.7,17,33.94,16.941,-0.12,2,26.25,2.7,1.1805,1694.1,45.8,0,Nagpur,Rest,Low Risk
35.74,56.41,38.0,58.8,22,45.47,20.161,1.0,3,30.66,9.73,1.0632,2016.1,43.6,0,Chennai,Rest,High Risk
45.84,77.11,41.74,172.7,5,65.0,35.347,4.74,0,40.0,19.16,0.9106,3534.7,22.9,0,Bhubaneswar,Moderate Work,Critical Risk
39.54,74.77,40.4,96.5,23,65.0,29.564,3.4,3,36.61,25.46,1.0218,2956.4,25.2,0,Mumbai,Rest,Critical Risk
36.07,54.16,38.63,177.8,23,45.29,19.536,1.63,3,30.66,9.22,1.071,1953.6,45.8,0,Ahmedabad,Rest,High Risk
25.9,56.57,37.3,45.6,11,26.71,14.652,0.3,0,21.63,0.81,1.4402,1465.2,43.4,1,Nagpur,Moderate Work,Low Risk
50.11,93.64,42.01,145.9,13,65.0,46.923,5.01,1,40.0,14.89,0.8384,4692.3,6.4,1,Chennai,Heavy Work,Critical Risk
48.35,65.3,40.9,124.9,21,65.0,31.573,3.9,3,40.0,16.65,0.8459,3157.3,34.7,0,Kolkata,Rest,Critical Risk
26.98,62.27,37.28,32.4,10,28.22,16.8,0.28,0,23.23,1.24,1.3818,1680.0,37.7,0,Hyderabad,Moderate Work,Low Risk
35.78,50.44,38.58,178.2,0,42.77,18.047,1.58,3,29.88,6.99,1.0783,1804.7,49.6,0,Pune,Light Work,High Risk
37.95,46.25,38.35,88.9,12,46.38,17.552,1.35,1,31.22,8.43,1.0105,1755.2,53.8,1,Nagpur,Moderate Work,High Risk
34.67,53.22,39.61,170.3,2,41.15,18.451,2.61,3,29.25,6.48,1.1425,1845.1,46.8,0,Pune,Heavy Work,High Risk
36.07,52.42,38.68,41.2,14,44.44,18.908,1.68,1,30.42,8.37,1.0724,1890.8,47.6,1,Mumbai,Light Work,High Risk
45.17,56.98,40.19,97.8,3,65.0,25.738,3.19,3,39.42,19.83,0.8897,2573.8,43.0,0,Jaipur,Rest,Critical Risk
33.34,46.56,37.62,47.1,23,35.98,15.523,0.62,3,27.15,2.64,1.1284,1552.3,53.4,0,Nagpur,Light Work,Moderate Risk
31.55,58.37,38.1,27.8,20,35.6,18.416,1.1,2,27.04,4.05,1.2076,1841.6,41.6,0,Kolkata,Heavy Work,Moderate Risk
38.12,43.01,39.21,146.7,8,45.15,16.395,2.21,0,30.86,7.03,1.0286,1639.5,57.0,0,Ahmedabad,Heavy Work,High Risk
25.87,57.23,37.04,40.3,22,26.7,14.805,0.04,3,21.67,0.83,1.4318,1480.5,42.8,0,Chennai,Moderate Work,Low Risk
33.08,58.18,37.87,34.8,21,39.07,19.246,0.87,3,28.43,5.99,1.1448,1924.6,41.8,0,Hyderabad,Light Work,Moderate Risk
24.97,56.63,37.47,21.1,5,25.95,14.141,0.47,0,20.78,0.98,1.5006,1414.1,43.4,0,Mumbai,Light Work,Low Risk
31.61,73.22,38.4,64.3,13,40.41,23.145,1.4,1,28.81,8.8,1.2148,2314.5,26.8,1,Hyderabad,Rest,Moderate Risk
37.3,36.67,37.47,40.8,15,40.53,13.678,0.47,1,29.1,3.23,1.0046,1367.8,63.3,1,Jaipur,Light Work,Moderate Risk
34.79,62.16,39.42,71.3,15,45.46,21.625,2.42,1,30.52,10.67,1.1331,2162.5,37.8,1,Pune,Rest,High Risk
28.15,47.99,36.74,35.0,12,28.44,13.509,-0.26,1,22.7,0.29,1.3052,1350.9,52.0,1,Nagpur,Moderate Work,Low Risk
32.68,62.1,37.08,29.1,9,39.44,20.294,0.08,0,28.54,6.76,1.1346,2029.4,37.9,0,Hyderabad,Rest,Moderate Risk
27.92,55.4,36.02,52.7,17,28.86,15.468,-0.98,2,23.35,0.94,1.2901,1546.8,44.6,0,Pune,Moderate Work,Low Risk
30.53,73.01,38.4,42.1,1,37.21,22.29,1.4,3,27.75,6.68,1.2578,2229.0,27.0,0,Hyderabad,Light Work,Moderate Risk
35.1,34.74,38.25,96.0,7,35.93,12.194,1.25,0,26.9,0.83,1.0897,1219.4,65.3,0,Jaipur,Heavy Work,Moderate Risk
32.54,65.29,37.76,111.8,13,40.22,21.245,0.76,1,28.79,7.68,1.1604,2124.5,34.7,1,Mumbai,Heavy Work,Moderate Risk
32.74,46.94,37.32,80.3,1,34.96,15.368,0.32,3,26.67,2.22,1.1399,1536.8,53.1,0,Nagpur,Light Work,Moderate Risk
38.17,41.1,37.84,125.3,22,44.33,15.688,0.84,3,30.6,6.16,0.9914,1568.8,58.9,0,Delhi,Rest,High Risk
34.1,50.15,38.25,13.3,9,38.66,17.101,1.25,0,28.33,4.56,1.1217,1710.1,49.9,0,Kolkata,Heavy Work,Moderate Risk
46.32,98.0,40.69,158.9,4,65.0,45.394,3.69,3,40.0,18.68,0.8785,4539.4,2.0,0,Hyderabad,Light Work,Critical Risk
29.53,75.59,38.2,43.1,3,35.18,22.322,1.2,3,27.07,5.65,1.2936,2232.2,24.4,0,Mumbai,Heavy Work,Moderate Risk
32.04,48.3,38.09,98.7,17,34.04,15.475,1.09,2,26.23,2.0,1.1888,1547.5,51.7,0,Ahmedabad,Light Work,Moderate Risk
23.59,28.07,36.94,23.0,14,24.79,6.622,-0.06,1,16.3,1.2,1.5659,662.2,71.9,1,Nagpur,Heavy Work,Low Risk
47.64,65.77,39.78,177.0,5,65.0,31.333,2.78,0,40.0,17.36,0.835,3133.3,34.2,0,Delhi,Heavy Work,Critical Risk
24.39,40.0,37.26,12.6,22,25.44,9.756,0.26,3,18.44,1.05,1.5277,975.6,60.0,0,Kolkata,Light Work,Low Risk
32.8,56.86,37.51,3.1,13,37.96,18.65,0.51,1,28.01,5.16,1.1436,1865.0,43.1,1,Mumbai,Heavy Work,Moderate Risk
47.97,92.55,41.41,154.7,10,65.0,44.396,4.41,0,40.0,17.03,0.8632,4439.6,7.5,0,Bhubaneswar,Light Work,Critical Risk
24.88,69.08,36.95,14.9,1,25.85,17.187,-0.05,3,21.95,0.97,1.4851,1718.7,30.9,0,Kolkata,Heavy Work,Low Risk
37.57,46.19,39.11,103.1,11,45.36,17.354,2.11,0,30.87,7.79,1.041,1735.4,53.8,1,Jaipur,Light Work,High Risk
30.9,64.91,37.6,102.1,17,35.89,20.057,0.6,2,27.2,4.99,1.2168,2005.7,35.1,0,Delhi,Light Work,Moderate Risk
43.29,82.58,41.58,112.8,3,65.0,35.749,4.58,3,40.0,21.71,0.9605,3574.9,17.4,0,Delhi,Moderate Work,Critical Risk
31.39,55.78,37.55,116.9,23,34.6,17.509,0.55,3,26.58,3.21,1.1962,1750.9,44.2,0,Jaipur,Rest,Moderate Risk
22.65,18.35,36.77,42.8,8,23.79,4.156,-0.23,0,14.18,1.14,1.6234,415.6,81.7,0,Pune,Moderate Work,Low Risk
27.21,61.21,36.87,30.1,2,28.45,16.655,-0.13,3,23.34,1.24,1.355,1665.5,38.8,0,Kolkata,Moderate Work,Low Risk
36.2,54.23,39.97,42.1,1,45.7,19.631,2.97,3,30.79,9.5,1.1041,1963.1,45.8,0,Delhi,Moderate Work,High Risk
35.72,47.51,38.06,132.9,4,41.38,16.971,1.06,3,29.41,5.66,1.0655,1697.1,52.5,0,Pune,Light Work,High Risk
36.09,54.96,39.33,112.4,21,45.75,19.835,2.33,3,30.79,9.66,1.0898,1983.5,45.0,0,Jaipur,Light Work,High Risk
48.87,98.0,41.39,82.1,22,65.0,47.893,4.39,3,40.0,16.13,0.8469,4789.3,2.0,0,Chennai,Light Work,Critical Risk
49.78,62.87,40.38,130.1,23,65.0,31.297,3.38,3,40.0,15.22,0.8112,3129.7,37.1,0,Jaipur,Rest,Critical Risk
30.67,69.13,37.22,95.7,18,36.48,21.202,0.22,2,27.46,5.81,1.2136,2120.2,30.9,0,Kolkata,Rest,Moderate Risk
36.7,51.69,39.58,34.7,8,45.81,18.97,2.58,0,30.89,9.11,1.0785,1897.0,48.3,0,Ahmedabad,Rest,High Risk
35.14,36.7,39.45,148.9,11,36.52,12.896,2.45,0,27.26,1.38,1.1227,1289.6,63.3,1,Jaipur,Moderate Work,High Risk
33.59,54.93,36.95,92.5,18,39.16,18.451,-0.05,2,28.49,5.57,1.1,1845.1,45.1,0,Kolkata,Rest,Moderate Risk
26.71,48.74,37.21,39.1,0,27.08,13.018,0.21,3,21.5,0.37,1.3931,1301.8,51.3,0,Ahmedabad,Light Work,Low Risk
35.54,36.39,37.43,93.0,10,37.13,12.933,0.43,0,27.55,1.59,1.0532,1293.3,63.6,0,Jaipur,Rest,Moderate Risk
33.76,52.9,38.47,137.4,10,38.85,17.859,1.47,0,28.38,5.09,1.1395,1785.9,47.1,0,Mumbai,Heavy Work,High Risk
37.14,50.12,38.03,37.0,20,46.22,18.615,1.03,2,31.06,9.08,1.024,1861.5,49.9,0,Jaipur,Heavy Work,High Risk
29.99,56.31,35.8,23.7,22,32.11,16.887,-1.2,3,25.36,2.12,1.1937,1688.7,43.7,0,Bhubaneswar,Light Work,Low Risk
27.83,47.24,37.3,56.1,14,28.04,13.147,0.3,1,22.32,0.21,1.3403,1314.7,52.8,1,Bhubaneswar,Moderate Work,Low Risk
35.01,54.43,39.91,96.2,17,42.53,19.056,2.91,2,29.73,7.52,1.14,1905.6,45.6,0,Nagpur,Light Work,High Risk
29.98,37.34,36.81,59.5,12,29.38,11.195,-0.19,1,22.93,-0.6,1.2278,1119.5,62.7,1,Ahmedabad,Heavy Work,Low Risk
35.57,55.32,38.19,118.7,19,44.45,19.677,1.19,2,30.36,8.88,1.0737,1967.7,44.7,0,Pune,Light Work,High Risk
24.35,53.21,36.05,51.7,22,25.55,12.957,-0.95,3,19.85,1.2,1.4805,1295.7,46.8,0,Mumbai,Moderate Work,Low Risk
28.78,62.04,37.12,8.2,19,30.97,17.855,0.12,2,24.89,2.19,1.2898,1785.5,38.0,0,Bhubaneswar,Light Work,Low Risk
35.21,39.75,37.74,31.5,3,37.53,13.996,0.74,3,27.8,2.32,1.0719,1399.6,60.2,0,Ahmedabad,Rest,Moderate Risk
35.98,22.26,36.18,37.6,13,34.52,8.009,-0.82,1,25.27,-1.46,1.0056,800.9,77.7,1,Hyderabad,Heavy Work,Low Risk
44.93,79.41,42.06,163.2,15,65.0,35.679,5.06,1,40.0,20.07,0.9361,3567.9,20.6,1,Chennai,Heavy Work,Critical Risk
36.09,51.83,38.01,99.4,6,44.22,18.705,1.01,0,30.36,8.13,1.0532,1870.5,48.2,0,Delhi,Moderate Work,High Risk
30.93,40.52,37.67,86.9,2,30.9,12.533,0.67,3,24.2,-0.03,1.2179,1253.3,59.5,0,Delhi,Rest,Moderate Risk
25.4,41.11,36.66,8.6,10,25.91,10.442,-0.34,0,19.45,0.51,1.4433,1044.2,58.9,0,Nagpur,Rest,Low Risk
36.1,54.14,39.61,102.8,20,45.37,19.545,2.61,2,30.68,9.27,1.0972,1954.5,45.9,0,Mumbai,Rest,High Risk
48.92,79.4,41.29,132.0,17,65.0,38.842,4.29,2,40.0,16.08,0.844,3884.2,20.6,0,Jaipur,Moderate Work,Critical Risk
35.85,57.8,38.74,58.6,20,46.5,20.721,1.74,2,30.94,10.65,1.0806,2072.1,42.2,0,Mumbai,Heavy Work,High Risk
36.37,49.1,39.07,90.1,11,43.67,17.858,2.07,0,30.22,7.3,1.0742,1785.8,50.9,1,Delhi,Rest,High Risk
37.25,41.71,38.98,74.5,7,42.48,15.537,1.98,0,29.89,5.23,1.0464,1553.7,58.3,0,Jaipur,Light Work,High Risk
31.51,30.23,37.07,46.5,4,30.3,9.525,0.07,3,23.15,-1.21,1.1765,952.5,69.8,0,Jaipur,Heavy Work,Low Risk
35.13,50.47,38.95,147.8,18,41.17,17.73,1.95,2,29.3,6.04,1.1087,1773.0,49.5,0,Chennai,Light Work,High Risk
35.55,50.38,38.73,54.4,3,42.17,17.91,1.73,3,29.67,6.62,1.0895,1791.0,49.6,0,Mumbai,Light Work,High Risk
31.51,45.46,38.08,112.9,7,32.55,14.324,1.08,0,25.38,1.04,1.2085,1432.4,54.5,0,Pune,Light Work,Moderate Risk
44.89,86.35,42.17,153.4,23,65.0,38.763,5.17,3,40.0,20.11,0.9394,3876.3,13.7,0,Bhubaneswar,Moderate Work,Critical Risk
50.1,68.84,40.38,109.5,15,65.0,34.489,3.38,1,40.0,14.9,0.806,3448.9,31.2,1,Bhubaneswar,Heavy Work,Critical Risk
31.7,60.99,37.34,38.3,0,36.67,19.334,0.34,3,27.49,4.97,1.1779,1933.4,39.0,0,Kolkata,Rest,Moderate Risk
27.6,24.03,37.29,45.3,4,26.59,6.632,0.29,3,18.95,-1.01,1.3511,663.2,76.0,0,Nagpur,Heavy Work,Low Risk
33.16,47.86,38.08,83.4,12,36.0,15.87,1.08,1,27.17,2.84,1.1484,1587.0,52.1,1,Nagpur,Light Work,Moderate Risk
25.74,37.47,37.13,7.5,16,25.97,9.645,0.13,1,19.3,0.23,1.4425,964.5,62.5,1,Bhubaneswar,Rest,Low Risk
23.99,50.38,35.72,1.9,3,25.39,12.086,-1.28,3,19.23,1.4,1.489,1208.6,49.6,0,Ahmedabad,Rest,Low Risk
45.38,65.59,41.75,100.0,3,65.0,29.765,4.75,3,40.0,19.62,0.92,2976.5,34.4,0,Delhi,Moderate Work,Critical Risk
35.8,52.09,37.94,114.6,22,43.57,18.648,0.94,3,30.13,7.77,1.0598,1864.8,47.9,0,Kolkata,Moderate Work,High Risk
35.55,51.09,38.98,139.1,9,42.47,18.162,1.98,0,29.76,6.92,1.0965,1816.2,48.9,0,Delhi,Light Work,High Risk
27.37,36.36,37.16,45.4,5,26.95,9.952,0.16,0,20.56,-0.42,1.3577,995.2,63.6,0,Jaipur,Light Work,Low Risk
37.3,47.4,38.3,133.0,3,45.26,17.68,1.3,3,30.81,7.96,1.0268,1768.0,52.6,0,Ahmedabad,Light Work,High Risk
31.62,36.73,37.3,27.5,4,31.24,11.614,0.3,3,24.25,-0.38,1.1796,1161.4,63.3,0,Delhi,Heavy Work,Low Risk
44.87,67.03,41.42,168.1,16,65.0,30.076,4.42,1,40.0,20.13,0.9231,3007.6,33.0,1,Delhi,Light Work,Critical Risk
27.02,27.43,36.34,26.8,3,26.34,7.412,-0.66,3,19.01,-0.68,1.3449,741.2,72.6,0,Ahmedabad,Moderate Work,Low Risk
32.17,46.41,37.32,57.4,0,33.83,14.93,0.32,3,26.09,1.66,1.1601,1493.0,53.6,0,Ahmedabad,Rest,Moderate Risk
32.5,49.77,37.1,64.3,17,35.24,16.175,0.1,2,26.83,2.74,1.1415,1617.5,50.2,0,Mumbai,Rest,Moderate Risk
30.96,47.73,36.42,21.1,16,32.12,14.777,-0.58,1,25.18,1.16,1.1764,1477.7,52.3,1,Nagpur,Moderate Work,Low Risk
36.73,47.29,39.48,47.9,7,43.75,17.37,2.48,0,30.28,7.02,1.0749,1737.0,52.7,0,Delhi,Light Work,High Risk
35.44,55.99,38.3,160.1,16,44.4,19.843,1.3,1,30.33,8.96,1.0807,1984.3,44.0,1,Mumbai,Light Work,High Risk
31.04,24.23,36.5,55.8,9,29.33,7.521,-0.5,0,21.74,-1.71,1.1759,752.1,75.8,0,Chennai,Rest,Low Risk
26.8,34.01,36.31,24.0,9,26.46,9.115,-0.69,0,19.76,-0.34,1.3549,911.5,66.0,0,Bhubaneswar,Light Work,Low Risk
47.3,53.99,40.89,172.6,21,65.0,25.537,3.89,3,40.0,17.7,0.8645,2553.7,46.0,0,Ahmedabad,Light Work,Critical Risk
35.8,46.45,39.34,123.2,17,41.14,16.629,2.34,2,29.33,5.34,1.0989,1662.9,53.5,0,Kolkata,Moderate Work,High Risk
42.68,96.29,40.74,149.5,1,65.0,41.097,3.74,3,40.0,22.32,0.9545,4109.7,3.7,0,Chennai,Heavy Work,Critical Risk
31.3,43.61,37.61,35.9,0,31.9,13.65,0.61,3,24.94,0.6,1.2016,1365.0,56.4,0,Mumbai,Rest,Moderate Risk
24.23,60.25,37.39,7.3,6,25.41,14.599,0.39,0,20.46,1.18,1.5431,1459.9,39.8,0,Pune,Moderate Work,Low Risk
22.78,58.76,37.16,53.4,13,24.74,13.386,0.16,1,18.97,1.96,1.6313,1338.6,41.2,1,Pune,Rest,Low Risk
33.05,48.14,38.42,30.9,8,35.86,15.91,1.42,0,27.11,2.81,1.1625,1591.0,51.9,0,Hyderabad,Moderate Work,Moderate Risk
41.13,56.0,40.51,75.6,11,63.67,23.033,3.51,0,35.56,22.54,0.9849,2303.3,44.0,1,Nagpur,Rest,Critical Risk
35.3,48.9,37.67,33.4,12,40.95,17.262,0.67,1,29.23,5.65,1.0671,1726.2,51.1,1,Chennai,Light Work,Moderate Risk
42.03,54.88,40.03,103.6,2,65.0,23.066,3.03,3,36.21,22.97,0.9524,2306.6,45.1,0,Jaipur,Rest,Critical Risk
27.35,25.38,36.5,59.7,11,26.47,6.941,-0.5,0,18.97,-0.88,1.3346,694.1,74.6,1,Kolkata,Light Work,Low Risk
32.18,61.94,37.67,8.1,8,38.12,19.932,0.67,0,28.05,5.94,1.1706,1993.2,38.1,0,Hyderabad,Moderate Work,Moderate Risk
37.15,49.0,38.03,122.1,17,45.67,18.203,1.03,2,30.91,8.52,1.0237,1820.3,51.0,0,Ahmedabad,Rest,High Risk
24.39,21.53,36.18,41.4,1,24.74,5.251,-0.82,3,16.01,0.35,1.4834,525.1,78.5,0,Delhi,Light Work,Low Risk
28.87,29.98,37.31,11.7,6,27.77,8.655,0.31,0,20.92,-1.1,1.2923,865.5,70.0,0,Nagpur,Moderate Work,Low Risk
36.92,50.05,39.66,87.5,5,45.58,18.478,2.66,0,30.86,8.66,1.0742,1847.8,50.0,0,Pune,Heavy Work,High Risk
49.57,80.75,40.51,86.6,12,65.0,40.028,3.51,1,40.0,15.43,0.8172,4002.8,19.2,1,Nagpur,Light Work,Critical Risk
47.2,87.04,40.5,100.8,13,65.0,41.083,3.5,1,40.0,17.8,0.8581,4108.3,13.0,1,Pune,Moderate Work,Critical Risk
43.32,98.0,41.58,170.2,3,65.0,42.454,4.58,3,40.0,21.68,0.9598,4245.4,2.0,0,Kolkata,Light Work,Critical Risk
25.58,26.23,36.56,56.4,21,25.5,6.71,-0.44,3,17.66,-0.08,1.4292,671.0,73.8,0,Mumbai,Rest,Low Risk
51.42,63.13,40.45,109.8,8,65.0,32.461,3.45,0,40.0,13.58,0.7867,3246.1,36.9,0,Ahmedabad,Rest,Critical Risk
38.68,43.11,38.87,48.5,4,46.62,16.675,1.87,3,31.37,7.94,1.0049,1667.5,56.9,0,Jaipur,Heavy Work,High Risk
33.55,42.44,38.32,58.8,10,35.27,14.239,1.32,0,26.76,1.72,1.1422,1423.9,57.6,0,Nagpur,Heavy Work,Moderate Risk
30.74,19.46,37.39,59.1,22,28.83,5.982,0.39,3,20.6,-1.91,1.2163,598.2,80.5,0,Jaipur,Light Work,Low Risk
32.93,61.73,38.2,5.9,12,39.96,20.328,1.2,1,28.73,7.03,1.16,2032.8,38.3,1,Hyderabad,Light Work,Moderate Risk
36.51,54.67,38.51,177.2,2,46.82,19.96,1.51,3,31.13,10.31,1.0548,1996.0,45.3,0,Delhi,Heavy Work,High Risk
24.05,62.08,37.28,46.7,23,25.25,14.93,0.28,3,20.48,1.2,1.5501,1493.0,37.9,0,Kolkata,Light Work,Low Risk
43.73,54.31,41.05,162.0,23,65.0,23.75,4.05,3,37.68,21.27,0.9387,2375.0,45.7,0,Delhi,Heavy Work,Critical Risk
44.61,94.34,39.69,176.4,20,65.0,42.085,2.69,2,40.0,20.39,0.8897,4208.5,5.7,0,Bhubaneswar,Moderate Work,Critical Risk
43.58,85.91,41.54,121.8,20,65.0,37.44,4.54,2,40.0,21.42,0.9532,3744.0,14.1,0,Ahmedabad,Light Work,Critical Risk
35.31,52.25,39.58,71.8,18,42.36,18.449,2.58,2,29.71,7.05,1.1209,1844.9,47.8,0,Hyderabad,Moderate Work,High Risk
27.99,11.8,36.22,22.9,1,26.61,3.303,-0.78,3,16.92,-1.38,1.294,330.3,88.2,0,Nagpur,Light Work,Low Risk
46.31,70.75,41.23,60.4,13,65.0,32.764,4.23,1,40.0,18.69,0.8903,3276.4,29.2,1,Mumbai,Rest,Critical Risk
30.68,60.93,37.33,6.0,2,34.4,18.693,0.33,3,26.54,3.72,1.2168,1869.3,39.1,0,Pune,Heavy Work,Low Risk
32.52,55.45,37.44,46.0,6,36.88,18.032,0.44,0,27.58,4.36,1.1513,1803.2,44.5,0,Chennai,Rest,Moderate Risk
23.49,55.0,37.45,18.0,0,25.13,12.919,0.45,3,19.25,1.64,1.5943,1291.9,45.0,0,Bhubaneswar,Heavy Work,Low Risk
47.06,84.04,41.73,158.2,23,65.0,39.549,4.73,3,40.0,17.94,0.8867,3954.9,16.0,0,Mumbai,Rest,Critical Risk
36.56,47.81,39.21,36.1,10,43.56,17.479,2.21,0,30.21,7.0,1.0725,1747.9,52.2,0,Hyderabad,Moderate Work,High Risk
