ambient_temp,humidity,body_temp,duration,hour,heat_index,risk_label
26.6,32.8,37.3,20.0,10,26.28,0
27.1,39.5,36.7,15.0,7,26.91,0
38.1,77.6,38.3,60.0,14,69.58,2
48.9,70.7,40.3,90.0,15,127.08,3
27.5,31.1,36.4,10.0,6,26.79,0
26.2,37.4,36.3,15.0,6,26.22,0
32.3,42.0,30.73,0.8,13,33.1,1
38.2,76.4,38.3,90.0,15,68.99,2
26.4,33.7,37.1,5.0,6,26.2,0
34.9,45.5,37.4,45.0,12,38.79,1
38.0,38.0,35.01,3.6,14,42.53,1
37.5,73.5,38.3,60.0,11,63.11,2
39.7,65.2,38.9,30.0,14,65.94,2
32.3,39.0,31.47,2.5,20,32.53,1
25.2,46.8,36.4,15.0,8,25.94,0
26.1,42.3,36.2,10.0,8,26.35,0
43.2,52.3,38.0,60.0,13,68.42,2
46.3,72.3,40.5,90.0,15,111.77,3
45.0,74.4,39.7,60.0,12,106.45,3
48.4,90.5,39.9,105.0,12,165.22,3
43.1,80.9,38.5,30.0,11,103.49,2
27.8,24.8,37.0,15.0,10,26.75,0
38.7,68.6,37.5,45.0,12,64.47,1
26.0,30.8,36.2,10.0,6,25.87,0
32.3,41.0,31.01,32.3,21,32.91,1
32.5,61.4,37.9,15.0,13,38.74,1
43.6,63.3,40.4,120.0,13,82.62,3
49.1,92.0,39.6,60.0,14,175.7,3
26.0,45.7,36.6,20.0,8,26.41,0
41.1,64.4,38.0,45.0,13,71.56,2
26.3,24.9,36.8,20.0,6,25.83,0
45.0,73.2,40.7,60.0,15,104.57,3
25.5,20.1,36.1,10.0,7,25.22,0
36.1,55.6,38.0,90.0,13,46.1,2
30.2,46.0,29.35,2.6,10,30.72,1
27.6,32.1,36.3,10.0,6,26.91,0
38.8,78.8,38.8,90.0,14,74.43,2
27.7,29.0,37.2,10.0,9,26.84,0
27.5,30.3,36.2,10.0,7,26.76,0
27.1,25.0,37.2,15.0,8,26.3,0
42.3,81.7,38.6,90.0,15,99.19,2
38.0,36.0,35.07,3.5,14,41.69,1
26.9,39.3,36.5,5.0,9,26.76,0
38.0,36.0,29.79,9.3,14,41.69,1
26.2,32.9,36.7,15.0,8,26.06,0
31.8,40.0,30.63,27.6,21,31.99,1
25.2,31.9,36.3,10.0,9,25.53,0
25.7,22.0,37.4,5.0,6,25.4,0
35.9,79.7,38.5,30.0,11,60.47,2
26.8,35.5,37.4,20.0,7,26.52,0
38.1,76.1,38.7,60.0,14,68.22,2
44.3,62.9,39.6,90.0,12,85.76,3
45.1,82.2,40.5,60.0,15,120.05,3
39.4,50.2,38.4,90.0,15,52.98,2
25.2,49.7,37.1,5.0,9,26.0,0
42.8,69.5,38.5,60.0,16,86.06,2
32.3,39.0,30.47,11.2,20,32.53,1
37.4,56.8,38.7,90.0,15,50.8,2
36.0,48.9,38.0,45.0,11,42.65,2
25.5,37.1,36.1,15.0,7,25.84,0
42.0,76.1,38.5,30.0,16,89.78,2
25.9,41.9,36.6,15.0,10,26.21,0
25.3,33.9,36.3,15.0,8,25.64,0
25.1,42.7,36.5,15.0,7,25.8,0
38.7,76.5,38.6,60.0,11,71.65,2
38.4,51.0,37.9,45.0,13,50.38,1
40.0,63.7,38.0,30.0,15,65.91,2
26.0,42.2,36.8,5.0,7,26.28,0
31.8,41.0,30.67,30.7,21,32.17,1
28.1,21.7,37.2,10.0,7,26.86,0
32.2,41.0,30.67,30.9,21,32.76,1
25.5,38.7,37.3,5.0,7,25.89,0
49.3,92.1,40.3,90.0,15,177.98,3
30.4,54.2,37.7,15.0,14,32.42,1
32.3,38.0,30.67,0.5,20,32.35,1
40.7,52.8,38.6,45.0,11,59.32,2
43.0,28.0,34.45,6.1,14,48.2,1
32.3,39.0,30.71,8.3,20,32.53,1
48.9,83.8,39.6,90.0,16,154.62,3
31.8,40.0,30.63,27.8,21,31.99,1
43.4,95.9,39.8,105.0,16,130.06,3
25.1,54.6,36.3,10.0,6,26.02,0
26.8,34.1,36.4,10.0,7,26.46,0
41.3,71.7,38.4,60.0,13,80.44,2
35.1,41.4,37.6,30.0,14,37.84,1
26.0,49.8,36.3,5.0,8,26.56,0
37.9,65.6,38.4,60.0,11,58.64,2
40.1,66.6,38.8,60.0,13,69.06,2
46.6,96.2,40.9,120.0,14,160.43,3
35.5,53.2,37.4,45.0,11,43.28,1
32.3,41.0,30.97,32.2,21,32.91,1
36.9,38.0,27.43,3.3,14,40.23,1
27.3,32.0,37.0,5.0,7,26.7,0
40.5,64.9,38.1,90.0,15,69.27,2
44.5,64.5,39.3,60.0,14,88.96,3
25.0,44.3,37.2,20.0,10,25.78,0
37.3,74.0,38.7,45.0,14,62.6,2
32.2,41.0,30.47,32.7,21,32.76,1
26.2,54.0,37.2,15.0,8,26.89,0
34.5,47.5,37.6,15.0,14,38.63,1
26.8,32.2,37.0,15.0,8,26.38,0
27.5,30.1,36.3,10.0,8,26.75,0
26.3,31.4,36.1,15.0,6,26.06,0
26.8,28.4,37.2,10.0,9,26.24,0
37.2,62.8,38.7,90.0,14,53.95,2
26.4,24.2,36.4,5.0,6,25.86,0
43.6,81.7,39.0,60.0,12,108.19,3
31.8,41.0,30.71,30.2,21,32.17,1
25.8,50.8,37.0,20.0,10,26.44,0
31.9,40.1,37.7,20.0,12,32.15,1
33.4,51.7,37.5,30.0,13,37.64,1
27.7,21.7,36.6,5.0,6,26.58,0
33.9,66.6,37.3,45.0,9,44.8,1
29.2,45.9,37.5,20.0,13,29.43,1
34.3,55.4,37.4,20.0,13,41.09,1
43.4,50.5,38.2,90.0,11,67.4,2
32.3,37.0,37.3,20.0,12,32.18,1
26.2,41.4,36.5,10.0,6,26.38,0
27.1,30.9,36.3,10.0,9,26.52,0
26.7,34.2,36.2,10.0,8,26.4,0
44.2,78.0,39.0,60.0,12,106.66,3
41.5,60.4,38.2,60.0,16,69.36,2
32.3,39.0,31.41,5.3,20,32.53,1
34.0,53.8,37.7,45.0,12,39.73,1
27.9,28.8,37.3,10.0,8,26.97,0
30.2,46.0,29.35,2.5,10,30.72,1
30.2,46.0,29.45,3.5,10,30.72,1
25.7,26.0,36.2,20.0,6,25.55,0
49.6,77.7,40.9,120.0,16,147.1,3
26.8,22.7,36.9,10.0,6,26.04,0
40.7,62.3,40.3,90.0,13,67.68,3
43.4,72.5,38.1,45.0,13,93.48,2
44.0,56.0,38.2,45.0,15,75.85,2
47.2,66.6,41.0,120.0,17,108.08,3
32.3,39.0,30.51,11.2,20,32.53,1
25.8,51.9,37.0,15.0,9,26.47,0
25.9,38.4,37.4,20.0,9,26.09,0
26.0,28.3,36.2,5.0,7,25.78,0
30.2,46.0,29.45,2.8,10,30.72,1
25.8,34.6,36.2,5.0,6,25.9,0
32.5,64.6,37.8,20.0,11,39.86,1
45.5,68.8,39.6,90.0,14,100.96,3
37.4,82.5,38.4,30.0,15,70.36,2
25.0,39.9,36.5,10.0,9,25.68,0
39.2,71.3,38.2,30.0,12,69.23,2
42.2,82.1,40.4,120.0,17,99.07,3
30.2,46.0,29.45,7.3,10,30.72,1
31.8,41.0,30.53,33.1,21,32.17,1
43.0,69.4,38.4,90.0,16,87.05,2
32.3,39.0,31.63,1.1,20,32.53,1
33.9,52.8,37.8,30.0,12,39.14,1
26.9,24.7,36.7,10.0,6,26.17,0
30.2,46.0,29.69,6.9,10,30.72,1
27.4,21.1,36.3,20.0,6,26.37,0
43.5,58.8,38.3,60.0,12,76.76,2
38.4,60.0,38.9,45.0,12,56.43,2
27.4,35.3,36.4,5.0,8,26.92,0
32.3,40.0,30.33,0.6,13,32.71,1
41.8,80.1,38.6,90.0,14,93.73,2
34.9,46.2,37.6,45.0,11,39.04,1
32.3,39.0,30.57,7.7,20,32.53,1
36.3,39.0,28.45,3.1,14,39.39,1
27.6,29.4,36.5,5.0,7,26.79,0
40.5,87.3,39.0,120.0,15,94.5,3
31.8,40.0,30.87,29.4,21,31.99,1
32.3,39.0,31.39,5.7,20,32.53,1
29.8,47.0,29.71,0.0,10,30.33,1
25.0,54.7,36.5,5.0,9,25.95,0
26.3,51.8,36.2,10.0,9,26.88,0
26.0,44.8,37.2,15.0,6,26.38,0
30.2,46.0,29.43,2.5,10,30.72,1
26.5,46.6,36.3,10.0,6,26.81,0
26.2,31.1,36.2,10.0,7,25.99,0
36.6,78.7,38.2,90.0,16,63.05,2
27.3,34.7,36.7,15.0,10,26.82,0
36.2,58.4,38.8,30.0,12,47.89,2
32.5,37.9,37.4,15.0,9,32.62,1
38.1,57.7,38.3,90.0,13,53.74,2
26.3,35.1,36.7,20.0,10,26.2,0
25.7,42.1,37.3,15.0,6,26.1,0
35.6,51.2,37.6,15.0,9,42.65,1
30.2,46.0,29.63,0.8,10,30.72,1
35.9,52.6,38.3,45.0,13,44.07,2
41.4,72.6,38.3,60.0,14,82.02,2
26.7,34.8,36.5,5.0,8,26.43,0
25.2,37.5,37.0,20.0,9,25.7,0
26.4,46.1,36.5,15.0,6,26.71,0
26.0,30.8,36.1,20.0,7,25.87,0
46.7,76.7,39.3,105.0,16,122.31,3
38.4,75.3,38.6,90.0,16,68.99,2
25.9,41.6,36.7,15.0,6,26.2,0
48.2,80.5,40.0,90.0,14,141.47,3
26.1,23.6,37.1,5.0,9,25.67,0
35.2,82.3,38.5,30.0,13,59.05,2
25.9,57.7,36.6,10.0,7,26.75,0
26.3,30.4,36.6,15.0,6,26.02,0
32.3,39.0,30.45,11.0,20,32.53,1
37.4,34.0,33.71,9.7,14,39.75,1
42.8,69.0,38.7,45.0,13,85.43,2
43.6,89.8,40.4,105.0,15,121.25,3
42.9,55.3,38.5,90.0,13,70.26,2
26.6,45.0,36.2,10.0,7,26.81,0
26.7,46.5,37.0,15.0,9,26.96,0
25.8,23.7,36.4,10.0,9,25.52,0
30.2,46.0,29.35,2.7,10,30.72,1
26.1,47.8,37.4,15.0,9,26.56,0
36.1,56.2,37.8,20.0,11,46.41,1
27.8,23.5,36.9,15.0,9,26.71,0
32.3,39.0,30.63,11.1,20,32.53,1
30.2,46.0,29.45,3.6,10,30.72,1
41.1,32.0,34.71,4.5,14,46.39,1
41.9,64.0,38.1,60.0,13,74.95,2
26.4,22.0,37.1,5.0,6,25.79,0
25.8,57.9,36.2,5.0,10,26.66,0
48.9,64.3,40.8,105.0,13,114.94,3
43.4,65.2,39.6,75.0,12,83.94,3
44.1,78.8,40.6,90.0,13,107.22,3
36.9,55.9,38.5,45.0,13,48.67,2
25.7,26.9,36.3,10.0,7,25.58,0
43.1,81.9,38.2,30.0,14,104.97,2
28.3,20.3,36.8,5.0,9,26.96,0
25.5,51.0,36.9,15.0,6,26.23,0
42.9,73.9,39.6,75.0,12,92.35,3
39.0,29.0,32.05,8.7,14,40.86,1
25.1,52.3,37.3,10.0,6,25.99,0
46.4,67.0,39.3,75.0,15,103.72,3
27.9,27.4,36.9,15.0,6,26.91,0
26.2,30.1,36.3,5.0,8,25.96,0
26.4,26.9,36.6,5.0,9,25.95,0
32.8,41.0,26.15,1.5,14,33.68,1
38.9,64.2,37.4,45.0,12,61.64,1
43.0,26.0,32.67,7.2,14,47.03,1
42.5,84.2,39.8,60.0,13,104.14,3
40.4,81.0,39.3,60.0,17,86.07,3
26.8,26.6,37.2,5.0,7,26.17,0
49.2,82.4,40.1,105.0,16,154.14,3
27.0,38.0,37.3,5.0,8,26.77,0
26.6,38.5,36.7,5.0,7,26.52,0
25.5,36.8,37.0,15.0,8,25.83,0
46.6,81.8,40.7,60.0,15,131.03,3
26.1,29.5,36.8,10.0,10,25.88,0
32.3,39.0,31.47,5.9,20,32.53,1
27.4,30.8,36.8,20.0,6,26.71,0
39.7,60.9,38.5,60.0,12,62.19,2
26.3,47.6,36.7,20.0,7,26.7,0
44.1,68.0,39.5,75.0,15,91.46,3
32.3,39.0,31.41,7.3,20,32.53,1
41.8,74.4,38.3,60.0,11,86.45,2
38.5,52.7,38.1,90.0,14,51.77,2
30.2,46.0,29.35,5.1,10,30.72,1
25.2,51.9,36.1,5.0,7,26.04,0
25.0,39.6,36.8,5.0,6,25.67,0
26.2,22.0,36.2,10.0,8,25.67,0
26.0,46.2,37.0,15.0,10,26.43,0
26.5,39.7,36.6,20.0,8,26.5,0
33.3,49.9,37.5,15.0,10,36.87,1
26.7,22.8,36.4,5.0,6,25.99,0
30.2,46.0,29.39,2.4,10,30.72,1
38.9,57.2,38.3,60.0,16,56.22,2
37.4,57.0,38.0,30.0,15,50.92,2
30.2,46.0,30.33,1.2,10,30.72,1
27.3,32.1,36.4,5.0,10,26.7,0
42.8,63.4,39.1,120.0,17,78.69,3
25.3,52.2,37.3,5.0,6,26.12,0
40.1,35.0,34.83,4.2,14,45.75,1
34.7,45.7,37.6,15.0,10,38.44,1
25.4,42.8,36.6,20.0,8,25.95,0
25.6,52.0,37.1,20.0,6,26.33,0
32.9,41.0,27.31,1.8,14,33.84,1
42.3,62.1,38.5,45.0,15,74.8,2
26.5,47.6,36.6,20.0,10,26.85,0
32.3,39.0,31.29,7.0,20,32.53,1
32.3,39.0,31.39,9.9,20,32.53,1
25.9,21.7,36.1,20.0,6,25.5,0
25.1,25.4,36.6,20.0,7,25.24,0
25.5,44.4,36.9,10.0,10,26.05,0
25.9,46.5,36.2,10.0,6,26.37,0
42.0,28.0,32.91,7.6,14,46.13,1
40.3,70.2,38.9,45.0,11,73.59,2
25.1,33.6,36.5,20.0,10,25.54,0
31.8,40.0,30.63,27.6,21,31.99,1
48.6,91.7,40.4,105.0,16,169.98,3
25.0,21.7,36.2,5.0,10,25.03,0
41.3,60.7,38.3,30.0,13,68.78,2
25.5,54.5,36.2,10.0,10,26.31,0
29.8,60.8,37.5,45.0,12,32.61,1
25.5,57.7,36.8,10.0,7,26.38,0
32.3,39.0,31.41,8.8,20,32.53,1
26.8,20.1,36.4,10.0,9,25.97,0
26.1,38.3,36.3,10.0,9,26.2,0
41.0,85.0,39.7,120.0,15,94.9,3
25.7,57.6,36.2,20.0,9,26.56,0
43.3,80.7,40.7,120.0,13,104.57,3
32.3,39.0,31.57,1.8,20,32.53,1
41.1,71.8,38.5,60.0,14,79.47,2
49.4,78.7,40.7,60.0,15,147.63,3
49.5,83.0,39.3,105.0,12,158.18,3
27.4,35.0,36.6,15.0,7,26.9,0
26.5,40.4,37.2,15.0,8,26.53,0
28.0,23.7,36.8,15.0,10,26.85,0
38.5,33.0,33.63,9.1,14,41.47,1
26.0,45.4,36.8,10.0,9,26.4,0
29.8,47.0,29.59,0.1,10,30.33,1
38.0,33.0,34.15,9.5,14,40.51,1
27.3,22.5,36.9,15.0,7,26.35,0
43.5,81.0,39.1,105.0,14,106.42,3
32.3,39.0,31.75,1.0,20,32.53,1
30.2,46.0,29.39,6.2,10,30.72,1
41.1,99.7,39.7,105.0,16,116.53,3
48.3,85.6,40.2,120.0,14,153.24,3
37.3,59.3,38.1,30.0,11,52.03,2
26.3,22.2,36.5,10.0,8,25.74,0
25.7,55.2,36.1,20.0,6,26.49,0
31.8,41.0,30.63,30.4,21,32.17,1
26.0,28.8,36.3,5.0,8,25.8,0
42.0,30.0,35.55,5.0,14,47.23,1
40.7,64.5,38.4,30.0,12,69.8,2
40.8,82.8,40.1,120.0,15,90.78,3
40.2,93.6,39.7,75.0,16,100.64,3
47.3,76.0,39.2,120.0,12,125.48,3
26.3,42.0,36.7,15.0,10,26.47,0
42.4,65.1,39.7,105.0,15,78.64,3
25.8,38.9,36.5,5.0,7,26.05,0
41.6,31.0,36.31,4.7,14,46.93,1
38.5,63.3,38.5,90.0,12,59.29,2
37.2,61.0,37.6,30.0,13,52.77,1
38.2,45.7,37.6,15.0,10,46.75,1
32.2,41.0,30.53,32.8,21,32.76,1
36.6,50.4,37.5,20.0,13,44.89,1
32.3,39.0,31.53,6.2,20,32.53,1
25.1,24.4,36.3,10.0,6,25.2,0
27.2,38.0,37.3,10.0,9,26.91,0
32.3,39.0,30.59,10.8,20,32.53,1
39.0,81.7,38.5,45.0,11,78.52,2
25.3,23.5,36.9,20.0,8,25.26,0
25.1,51.5,37.2,10.0,9,25.97,0
25.1,46.6,36.3,20.0,9,25.88,0
27.6,34.0,37.3,5.0,9,27.0,0
27.4,30.0,37.3,10.0,6,26.68,0
26.5,37.6,37.2,10.0,6,26.42,0
42.2,90.8,40.5,60.0,15,111.79,3
28.0,21.1,37.3,15.0,7,26.77,0
25.6,41.9,36.5,15.0,6,26.04,0
32.3,39.0,31.53,1.5,20,32.53,1
25.8,49.9,36.9,10.0,8,26.41,0
26.8,27.7,37.2,20.0,7,26.21,0
49.8,86.1,40.9,120.0,13,168.26,3
26.4,40.0,36.1,5.0,7,26.45,0
27.0,24.3,36.7,5.0,9,26.22,0
36.6,42.6,37.4,20.0,9,41.39,1
31.8,40.0,30.91,29.6,21,31.99,1
47.2,95.6,39.7,105.0,17,165.06,3
27.0,36.5,36.4,10.0,10,26.7,0
27.2,39.7,36.9,10.0,9,27.0,0
32.3,41.0,25.11,1.2,14,32.91,1
25.8,47.6,36.7,15.0,8,26.34,0
25.1,43.0,37.0,20.0,6,25.8,0
25.1,34.2,36.3,20.0,8,25.56,0
26.4,23.2,37.2,15.0,8,25.83,0
26.2,39.3,36.9,15.0,10,26.3,0
32.3,39.0,31.43,8.7,20,32.53,1
48.2,83.0,39.5,105.0,12,146.73,3
27.3,34.7,37.2,5.0,8,26.82,0
25.8,32.5,36.5,20.0,10,25.83,0
41.9,69.3,38.0,90.0,15,80.9,2
30.2,46.0,29.45,3.6,10,30.72,1
38.6,65.8,37.4,30.0,13,61.69,1
25.5,49.3,36.4,15.0,9,26.19,0
27.4,22.0,36.7,20.0,9,26.4,0
37.6,66.5,38.8,45.0,12,58.1,2
26.2,56.4,36.3,5.0,7,26.99,0
26.3,26.6,36.4,20.0,10,25.89,0
26.6,23.1,36.4,15.0,6,25.94,0
28.1,21.8,36.1,10.0,10,26.86,0
42.7,60.1,38.1,60.0,15,74.49,2
26.8,35.5,37.4,15.0,9,26.52,0
35.9,55.8,38.8,60.0,11,45.62,2
32.3,39.0,31.43,3.8,20,32.53,1
30.1,64.9,37.2,15.0,9,34.08,1
32.3,39.0,31.77,8.9,20,32.53,1
26.2,42.0,37.3,5.0,7,26.4,0
25.9,54.4,36.6,15.0,8,26.64,0
25.2,30.4,37.4,20.0,7,25.47,0
37.6,38.2,37.5,45.0,13,41.76,1
32.3,39.0,31.57,1.9,20,32.53,1
25.7,30.5,36.6,20.0,9,25.71,0
30.2,46.0,29.43,5.2,10,30.72,1
35.7,33.4,37.7,20.0,11,36.56,1
26.3,20.0,36.3,10.0,8,25.66,0
25.6,31.4,36.9,5.0,7,25.69,0
39.9,50.4,38.9,90.0,14,54.73,2
32.3,39.0,30.45,10.8,20,32.53,1
43.1,90.0,39.5,90.0,17,117.58,3
30.2,46.0,29.39,4.8,10,30.72,1
42.6,53.9,38.6,90.0,11,67.59,2
37.1,64.0,37.8,45.0,10,54.39,1
26.3,34.9,36.4,5.0,10,26.19,0
44.5,71.0,40.2,60.0,12,98.08,3
39.0,80.9,38.4,90.0,15,77.69,2
32.3,39.0,31.53,9.7,20,32.53,1
26.7,36.3,36.4,10.0,10,26.49,0
26.3,49.9,37.3,10.0,8,26.8,0
26.3,21.6,37.1,20.0,7,25.72,0
26.4,46.8,36.3,10.0,9,26.74,0
27.1,32.6,36.1,10.0,8,26.59,0
38.8,64.9,38.4,60.0,13,61.8,2
39.2,53.2,38.1,90.0,14,54.39,2
26.6,31.8,36.8,10.0,6,26.25,0
30.2,46.0,29.59,6.6,10,30.72,1
47.9,73.4,40.1,60.0,15,125.01,3
32.3,40.0,31.55,13.9,20,32.71,1
25.2,27.4,36.5,5.0,6,25.36,0
26.8,26.3,36.4,20.0,6,26.16,0
37.6,76.1,38.5,45.0,12,65.75,2
45.3,67.8,40.9,60.0,14,98.23,3
26.3,38.5,36.4,20.0,6,26.33,0
27.8,28.8,36.5,5.0,8,26.9,0
25.8,53.5,37.0,20.0,9,26.52,0
42.6,78.6,38.4,30.0,12,96.86,2
44.1,96.9,40.7,120.0,14,138.12,3
41.7,63.0,38.2,30.0,14,72.93,2
43.8,78.6,39.5,90.0,12,104.85,3
40.0,55.6,38.1,90.0,15,59.01,2
27.1,25.7,37.0,5.0,6,26.32,0
32.3,41.0,31.15,32.5,21,32.91,1
46.2,80.1,39.9,75.0,16,124.73,3
40.7,53.6,38.1,90.0,12,59.97,2
27.2,30.9,36.4,15.0,10,26.58,0
32.4,45.3,37.5,30.0,13,33.97,1
36.8,33.5,37.5,30.0,9,38.48,1
42.0,82.9,40.5,105.0,13,98.83,3
25.9,20.0,36.8,5.0,10,25.43,0
49.7,90.9,40.5,105.0,13,179.06,3
38.1,72.0,38.1,30.0,15,64.64,2
25.2,37.8,36.8,10.0,6,25.71,0
39.0,29.0,29.51,8.7,14,40.86,1
26.5,23.0,36.6,15.0,7,25.88,0
47.5,84.2,41.0,90.0,15,143.24,3
43.6,63.2,38.0,45.0,14,82.5,2
37.9,40.6,37.3,30.0,14,43.47,1
46.5,83.0,40.6,105.0,13,132.51,3
30.2,46.0,29.45,4.2,10,30.72,1
38.3,60.1,38.7,30.0,14,56.13,2
26.0,53.3,37.1,15.0,6,26.68,0
36.5,41.4,37.8,20.0,12,40.7,1
46.9,96.2,39.5,75.0,15,163.4,3
36.6,32.7,37.6,20.0,12,37.88,1
39.5,29.0,29.77,8.5,14,41.76,1
30.2,46.0,29.59,0.6,10,30.72,1
26.1,51.5,36.5,15.0,8,26.7,0
28.0,22.9,37.1,5.0,9,26.82,0
25.2,45.7,37.4,10.0,8,25.92,0
26.0,53.7,37.3,5.0,6,26.7,0
26.8,42.5,36.8,10.0,10,26.84,0
26.0,55.5,37.2,15.0,7,26.76,0
27.2,37.6,37.1,15.0,6,26.89,0
32.3,39.0,30.57,8.3,20,32.53,1
27.5,33.3,37.3,15.0,8,26.89,0
39.7,70.4,38.0,30.0,15,70.81,2
32.3,39.0,31.69,9.0,20,32.53,1
25.2,33.7,36.7,10.0,7,25.59,0
27.3,34.2,36.3,20.0,10,26.79,0
32.3,39.0,31.41,2.1,20,32.53,1
27.6,21.5,36.2,15.0,8,26.51,0
26.7,40.2,37.0,20.0,7,26.66,0
26.4,35.9,37.2,10.0,7,26.29,0
30.5,54.5,37.3,20.0,9,32.65,1
30.5,43.8,37.7,20.0,14,30.81,1
37.5,47.8,37.7,45.0,9,46.0,1
35.5,64.4,37.7,15.0,11,48.93,1
26.5,30.9,36.1,15.0,8,26.15,0
49.1,74.0,40.6,75.0,14,135.21,3
38.9,65.8,37.6,30.0,14,62.97,1
25.3,42.9,37.3,10.0,10,25.9,0
32.3,39.0,31.41,3.5,20,32.53,1
26.8,26.7,36.9,20.0,9,26.18,0
32.3,39.0,31.63,9.2,20,32.53,1
32.2,41.0,30.51,32.8,21,32.76,1
28.0,20.9,37.0,20.0,8,26.77,0
42.7,96.8,39.5,60.0,12,125.52,3
25.7,25.0,36.8,15.0,8,25.51,0
37.4,38.0,26.21,3.4,14,41.26,1
36.0,48.9,38.6,60.0,11,42.65,2
42.0,31.0,35.35,4.8,14,47.81,1
27.2,22.4,37.2,15.0,7,26.28,0
41.7,75.1,38.2,45.0,14,86.73,2
25.7,20.6,37.3,5.0,9,25.35,0
38.1,51.5,37.5,15.0,14,49.78,1
26.6,42.3,37.1,5.0,6,26.68,0
33.8,40.0,28.31,2.4,14,35.09,1
31.8,40.0,30.53,27.7,21,31.99,1
32.3,39.0,31.43,4.7,20,32.53,1
32.3,39.0,31.41,10.1,20,32.53,1
25.5,26.9,37.1,15.0,9,25.48,0
41.1,28.0,33.83,8.0,14,44.35,1
31.8,40.0,30.45,28.5,21,31.99,1
42.5,29.0,35.21,5.9,14,47.73,1
46.0,92.8,40.6,105.0,13,147.54,3
43.7,92.3,39.6,105.0,16,126.35,3
30.2,46.0,29.45,7.5,10,30.72,1
25.6,39.2,37.0,20.0,6,25.95,0
26.3,28.3,36.9,10.0,6,25.95,0
27.8,24.0,37.1,20.0,9,26.72,0
25.8,23.2,36.2,20.0,6,25.5,0
25.4,42.6,36.5,10.0,10,25.95,0
41.1,31.0,34.83,4.5,14,45.85,1
42.6,66.3,38.8,30.0,12,81.07,2
43.4,57.3,38.8,90.0,16,74.6,2
25.8,22.0,36.8,10.0,6,25.45,0
44.0,79.3,38.0,45.0,16,107.3,2
41.5,64.1,38.5,60.0,15,73.14,2
43.9,71.2,39.9,60.0,13,94.71,3
29.0,52.1,37.3,20.0,12,29.92,1
26.6,23.1,36.8,5.0,7,25.94,0
27.5,24.0,36.1,15.0,9,26.52,0
29.1,52.7,37.3,30.0,12,30.14,1
25.4,37.6,37.2,15.0,6,25.8,0
42.7,85.6,39.3,120.0,13,107.66,3
40.9,66.1,38.3,30.0,13,72.34,2
32.3,39.0,31.43,3.6,20,32.53,1
42.6,77.4,40.8,120.0,13,95.22,3
33.9,37.4,37.8,30.0,13,34.63,1
46.4,68.6,40.7,105.0,14,106.3,3
32.3,39.0,31.57,1.9,20,32.53,1
32.3,39.0,31.43,2.6,20,32.53,1
32.3,41.0,29.35,1.0,13,32.91,1
31.8,40.0,30.53,28.1,21,31.99,1
46.5,64.6,39.8,120.0,15,100.53,3
32.3,41.0,30.33,0.6,13,32.91,1
27.6,32.8,37.2,10.0,8,26.94,0
26.6,46.4,36.8,10.0,6,26.88,0
36.7,69.4,38.0,30.0,14,56.54,2
42.5,75.1,38.8,45.0,16,91.51,2
43.8,61.1,38.6,90.0,14,80.94,2
28.0,20.1,36.7,10.0,7,26.75,0
25.5,21.9,36.4,10.0,7,25.29,0
32.3,39.0,31.53,4.1,20,32.53,1
26.4,35.3,36.7,15.0,8,26.26,0
26.9,26.9,36.8,15.0,6,26.24,0
36.4,71.9,38.2,30.0,15,57.06,2
42.0,30.0,34.51,4.9,14,47.23,1
32.3,39.0,31.43,4.2,20,32.53,1
25.1,46.6,36.7,5.0,9,25.88,0
25.8,20.5,36.8,10.0,8,25.4,0
26.6,34.2,36.1,15.0,10,26.34,0
35.7,54.7,38.1,90.0,16,44.52,2
35.3,60.6,38.4,60.0,13,46.26,2
40.8,60.4,38.7,60.0,11,66.33,2
25.4,52.8,37.1,5.0,8,26.2,0
43.8,49.9,38.3,60.0,15,68.36,2
41.0,81.7,38.1,60.0,16,90.67,2
42.1,54.7,38.6,60.0,15,66.34,2
26.0,55.2,37.4,10.0,7,26.75,0
31.8,41.0,30.67,30.6,21,32.17,1
27.5,28.5,36.3,20.0,6,26.68,0
42.2,73.1,39.3,75.0,14,87.16,3
42.5,28.0,34.59,5.4,14,47.15,1
42.8,50.6,38.3,60.0,16,65.18,2
26.3,51.0,36.9,15.0,9,26.84,0
40.7,81.5,39.3,90.0,12,88.53,3
26.4,41.2,36.2,10.0,7,26.5,0
35.6,70.2,38.3,90.0,16,52.72,2
26.4,25.4,37.3,15.0,10,25.9,0
26.7,27.5,37.2,20.0,6,26.15,0
27.2,21.0,36.9,5.0,8,26.24,0
42.9,79.9,38.1,45.0,15,100.67,2
27.1,21.1,37.4,5.0,6,26.18,0
48.0,78.5,39.2,90.0,13,135.75,3
32.3,47.1,37.5,45.0,14,34.21,1
36.8,59.0,38.0,30.0,15,50.16,2
32.3,39.0,30.47,10.9,20,32.53,1
38.3,64.9,38.3,30.0,15,59.73,2
43.5,52.2,38.4,60.0,13,69.54,2
25.3,24.0,37.4,20.0,8,25.28,0
41.4,65.5,38.8,90.0,14,74.13,2
33.2,44.4,37.4,30.0,9,35.15,1
25.0,40.8,36.2,5.0,9,25.7,0
26.6,48.6,36.9,20.0,10,26.98,0
40.6,28.0,30.05,8.1,14,43.39,1
35.1,81.7,38.0,60.0,11,58.16,2
34.6,67.8,37.7,30.0,9,47.71,1
38.0,61.3,38.1,45.0,12,55.88,2
